,index,station,linename,traffic,join_station_line,lat,long,county_name,income2011
0,175,ATL AV-BARCLAY,BDNQR2345,41608.9450549,ATL AV-BARCLAY BDNQR2345,40.683928,-73.978412,Brooklyn,87875.0
1,175,ATL AV-BARCLAY,BDNQR2345,41608.9450549,ATL AV-BARCLAY BDNQR2345,40.664891,-73.922675,Brooklyn,27104.0
2,131,66 ST-LINCOLN,1,40710.6153846,66 ST-LINCOLN 1,40.75102,-73.990323,Manhattan,155278.0
3,131,66 ST-LINCOLN,1,40710.6153846,66 ST-LINCOLN 1,40.773457,-73.982004,Manhattan,142452.0
4,131,66 ST-LINCOLN,1,40710.6153846,66 ST-LINCOLN 1,40.767863,-73.963898,Manhattan,152353.0
5,82,28 ST,6,40149.8571429,28 ST 6,40.74018,-73.986006,Manhattan,98555.0
6,82,28 ST,6,40149.8571429,28 ST 6,40.743257,-73.983738,Manhattan,91431.0
7,440,SUTPHIN-ARCHER,EJZ,39479.6593407,SUTPHIN-ARCHER EJZ,40.831466,-73.86741,the Bronx,35795.0
8,440,SUTPHIN-ARCHER,EJZ,39479.6593407,SUTPHIN-ARCHER EJZ,40.700554,-73.807353,Queens,50417.0
9,440,SUTPHIN-ARCHER,EJZ,39479.6593407,SUTPHIN-ARCHER EJZ,40.701874,-73.801747,Queens,37184.0
10,116,51 ST,6,39458.8,51 ST 6,40.757059,-73.97157,Manhattan,98977.0
11,116,51 ST,6,39458.8,51 ST 6,40.744552,-73.948425,Queens,81731.0
12,148,8 AV,ACEL,39332.3626374,8 AV ACEL,40.731397,-73.982112,Manhattan,88595.0
13,148,8 AV,ACEL,39332.3626374,8 AV ACEL,40.714439,-73.94419,Brooklyn,67946.0
14,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.830177,-73.891482,the Bronx,17614.0
15,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.75283,-73.978917,Manhattan,131786.0
16,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.718155,-73.993452,Manhattan,42775.0
17,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.862608,-73.896662,the Bronx,26190.0
18,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.874902,-73.879267,the Bronx,38875.0
19,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.706911,-74.010494,Manhattan,125124.0
20,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.67953,-73.885716,Brooklyn,37634.0
21,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.711912,-73.940433,Brooklyn,59762.0
22,306,GRAND ST,BD,38733.8461538,GRAND ST BD,40.711065,-74.010644,Manhattan,114412.0
23,241,CHAMBERS ST,123,37228.9450549,CHAMBERS ST 123,40.715576,-74.009031,Manhattan,205192.0
24,241,CHAMBERS ST,123,37228.9450549,CHAMBERS ST 123,40.680695,-73.974748,Brooklyn,88036.0
25,241,CHAMBERS ST,123,37228.9450549,CHAMBERS ST 123,40.697649,-73.99306,Brooklyn,91250.0
26,241,CHAMBERS ST,123,37228.9450549,CHAMBERS ST 123,40.714992,-74.007739,Manhattan,205192.0
27,291,FOREST HILLS 71,EFMR,37169.7472527,FOREST HILLS 71 EFMR,40.874308,-73.909795,Manhattan,34354.0
28,291,FOREST HILLS 71,EFMR,37169.7472527,FOREST HILLS 71 EFMR,40.641379,-73.994188,Brooklyn,27355.0
29,291,FOREST HILLS 71,EFMR,37169.7472527,FOREST HILLS 71 EFMR,40.721916,-73.844352,Queens,90286.0
30,291,FOREST HILLS 71,EFMR,37169.7472527,FOREST HILLS 71 EFMR,40.651608,-73.975596,Brooklyn,78380.0
31,291,FOREST HILLS 71,EFMR,37169.7472527,FOREST HILLS 71 EFMR,40.690142,-73.871633,Brooklyn,50643.0
32,291,FOREST HILLS 71,EFMR,37169.7472527,FOREST HILLS 71 EFMR,40.706115,-73.895559,Queens,63617.0
33,291,FOREST HILLS 71,EFMR,37169.7472527,FOREST HILLS 71 EFMR,40.704729,-73.902243,Queens,45273.0
34,24,14 ST,123FLM,37064.6373626,14 ST 123FLM,,,,
35,73,23 ST,CE,36725.2637363,23 ST CE,40.746483,-73.997142,Manhattan,114655.0
36,339,JUNCTION BLVD,7,36529.6043956,JUNCTION BLVD 7,40.820819,-73.890442,the Bronx,21114.0
37,339,JUNCTION BLVD,7,36529.6043956,JUNCTION BLVD 7,40.742405,-73.94811,Queens,81731.0
38,339,JUNCTION BLVD,7,36529.6043956,JUNCTION BLVD 7,40.749095,-73.86912,Queens,40774.0
39,339,JUNCTION BLVD,7,36529.6043956,JUNCTION BLVD 7,40.705341,-73.81186,Queens,41009.0
40,339,JUNCTION BLVD,7,36529.6043956,JUNCTION BLVD 7,40.707062,-73.804332,Queens,37107.0
41,339,JUNCTION BLVD,7,36529.6043956,JUNCTION BLVD 7,40.59502,-73.95512,Brooklyn,41154.0
42,226,BROOKLYN BRIDGE,456JZ,35856.6666667,BROOKLYN BRIDGE 456JZ,40.645046,-73.948684,Brooklyn,34019.0
43,226,BROOKLYN BRIDGE,456JZ,35856.6666667,BROOKLYN BRIDGE 456JZ,40.713899,-74.003642,Manhattan,135573.0
44,226,BROOKLYN BRIDGE,456JZ,35856.6666667,BROOKLYN BRIDGE 456JZ,40.867766,-73.897039,the Bronx,39816.0
45,226,BROOKLYN BRIDGE,456JZ,35856.6666667,BROOKLYN BRIDGE 456JZ,40.873528,-73.889754,the Bronx,53795.0
46,226,BROOKLYN BRIDGE,456JZ,35856.6666667,BROOKLYN BRIDGE 456JZ,40.80758,-73.918957,the Bronx,32875.0
47,226,BROOKLYN BRIDGE,456JZ,35856.6666667,BROOKLYN BRIDGE 456JZ,40.644272,-73.964528,Brooklyn,78125.0
48,226,BROOKLYN BRIDGE,456JZ,35856.6666667,BROOKLYN BRIDGE 456JZ,40.635468,-74.023313,Brooklyn,40758.0
49,155,86 ST,1,35486.8901099,86 ST 1,40.788272,-73.976083,Manhattan,133427.0
50,155,86 ST,1,35486.8901099,86 ST 1,40.779661,-73.955302,Manhattan,104514.0
51,155,86 ST,1,35486.8901099,86 ST 1,40.679828,-73.850401,Queens,56743.0
52,155,86 ST,1,35486.8901099,86 ST 1,40.679361,-73.860284,Queens,53678.0
53,155,86 ST,1,35486.8901099,86 ST 1,40.786769,-73.968448,Manhattan,103182.0
54,155,86 ST,1,35486.8901099,86 ST 1,40.592724,-73.978227,Brooklyn,43929.0
55,155,86 ST,1,35486.8901099,86 ST 1,40.623498,-74.028204,Brooklyn,53184.0
56,75,23 ST,NR,35453.2417582,23 ST NR,40.741208,-73.989639,Manhattan,120766.0
57,75,23 ST,NR,35453.2417582,23 ST NR,40.645619,-74.013688,Brooklyn,31649.0
58,26,14 ST,FLM123,35431.7582418,14 ST FLM123,40.837306,-73.887287,the Bronx,18261.0
59,444,THIRTY THIRD ST,1,35231.1428571,THIRTY THIRD ST 1,40.641314,-73.963996,Brooklyn,50408.0
60,25,14 ST,ACEL,33754.4065934,14 ST ACEL,40.737826,-74.000201,Manhattan,94292.0
61,25,14 ST,ACEL,33754.4065934,14 ST ACEL,40.592897,-73.775715,Queens,18370.0
62,25,14 ST,ACEL,33754.4065934,14 ST ACEL,40.741046,-74.001284,Manhattan,94292.0
63,25,14 ST,ACEL,33754.4065934,14 ST ACEL,40.825581,-73.943444,Manhattan,38786.0
64,25,14 ST,ACEL,33754.4065934,14 ST ACEL,40.738678,-73.995632,Manhattan,150110.0
65,25,14 ST,ACEL,33754.4065934,14 ST ACEL,40.73955,-74.002389,Manhattan,85859.0
66,25,14 ST,ACEL,33754.4065934,14 ST ACEL,40.668527,-73.901765,Brooklyn,12288.0
67,312,GROVE STREET,1,33269.5164835,GROVE STREET 1,40.704629,-74.013502,Manhattan,114412.0
68,174,ATL AV-BARCLAY,2345BDNQR,33061.2527473,ATL AV-BARCLAY 2345BDNQR,,,,
69,404,PAVONIA/NEWPORT,1,32200.3186813,PAVONIA/NEWPORT 1,,,,
70,342,KINGS HWY,BQ,32149.1428571,KINGS HWY BQ,40.608835,-73.957769,Brooklyn,47135.0
71,342,KINGS HWY,BQ,32149.1428571,KINGS HWY BQ,40.867688,-73.892739,the Bronx,18610.0
72,342,KINGS HWY,BQ,32149.1428571,KINGS HWY BQ,40.603999,-73.972124,Brooklyn,51985.0
73,342,KINGS HWY,BQ,32149.1428571,KINGS HWY BQ,40.603212,-73.980199,Brooklyn,38225.0
74,62,2 AV,F,32018.1538462,2 AV F,40.604587,-73.998007,Brooklyn,30051.0
75,62,2 AV,F,32018.1538462,2 AV F,40.590266,-73.974051,Brooklyn,43929.0
76,62,2 AV,F,32018.1538462,2 AV F,40.596897,-73.973137,Brooklyn,35539.0
77,62,2 AV,F,32018.1538462,2 AV F,40.609041,-73.972904,Brooklyn,47083.0
78,62,2 AV,F,32018.1538462,2 AV F,40.624301,-73.975817,Brooklyn,44432.0
79,62,2 AV,F,32018.1538462,2 AV F,40.635389,-73.977914,Brooklyn,34313.0
80,62,2 AV,F,32018.1538462,2 AV F,40.667004,-73.981331,Brooklyn,104432.0
81,62,2 AV,F,32018.1538462,2 AV F,40.7232,-73.988863,Manhattan,55565.0
82,4,103 ST-CORONA,7,31588.8681319,103 ST-CORONA 7,40.749787,-73.862389,Queens,47560.0
83,4,103 ST-CORONA,7,31588.8681319,103 ST-CORONA 7,40.751996,-73.993327,Manhattan,51827.0
84,4,103 ST-CORONA,7,31588.8681319,103 ST-CORONA 7,40.659436,-73.979951,Brooklyn,66603.0
85,128,61 ST WOODSIDE,7,31546.9340659,61 ST WOODSIDE 7,40.745717,-73.903063,Queens,46161.0
86,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.862814,-73.900815,the Bronx,33250.0
87,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.886737,-73.87812,the Bronx,32889.0
88,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.816367,-73.895924,the Bronx,18811.0
89,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.874025,-73.886466,the Bronx,35946.0
90,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.709316,-73.819773,Queens,55784.0
91,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.694077,-73.850476,Queens,55759.0
92,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.688805,-73.904741,Brooklyn,32658.0
93,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.753428,-73.906847,Queens,68059.0
94,469,WOODHAVEN BLVD,MR,31527.0989011,WOODHAVEN BLVD MR,40.733555,-73.869588,Queens,53750.0
95,153,82 ST-JACKSON H,7,30865.5714286,82 ST-JACKSON H 7,40.816873,-73.907379,the Bronx,28770.0
96,153,82 ST-JACKSON H,7,30865.5714286,82 ST-JACKSON H 7,40.744724,-73.931533,Queens,39146.0
97,153,82 ST-JACKSON H,7,30865.5714286,82 ST-JACKSON H 7,40.747812,-73.883876,Queens,46622.0
98,153,82 ST-JACKSON H,7,30865.5714286,82 ST-JACKSON H 7,40.747238,-73.892146,Queens,53574.0
99,461,WALL ST,45,30831.5934066,WALL ST 45,40.707431,-74.008778,Manhattan,125124.0
100,461,WALL ST,45,30831.5934066,WALL ST 45,40.708436,-74.011298,Manhattan,114412.0
101,461,WALL ST,45,30831.5934066,WALL ST 45,40.754768,-73.845598,Queens,100000.0
102,461,WALL ST,45,30831.5934066,WALL ST 45,40.680944,-73.994247,Brooklyn,98646.0
103,461,WALL ST,45,30831.5934066,WALL ST 45,40.695201,-73.903764,Brooklyn,37885.0
104,135,7 AV,BDE,30811.3736264,7 AV BDE,40.677324,-73.972212,Brooklyn,78438.0
105,135,7 AV,BDE,30811.3736264,7 AV BDE,40.762937,-73.981578,Manhattan,110147.0
106,135,7 AV,BDE,30811.3736264,7 AV BDE,40.719061,-73.837916,Queens,72063.0
107,399,PARKCHESTER,6,30795.4285714,PARKCHESTER 6,40.849128,-73.868213,the Bronx,34375.0
108,399,PARKCHESTER,6,30795.4285714,PARKCHESTER 6,40.879519,-73.837958,the Bronx,36809.0
109,399,PARKCHESTER,6,30795.4285714,PARKCHESTER 6,40.88798,-73.831195,the Bronx,56667.0
110,399,PARKCHESTER,6,30795.4285714,PARKCHESTER 6,40.805155,-73.913208,the Bronx,19542.0
111,399,PARKCHESTER,6,30795.4285714,PARKCHESTER 6,40.833225,-73.860888,the Bronx,44156.0
112,399,PARKCHESTER,6,30795.4285714,PARKCHESTER 6,40.655221,-73.961516,Brooklyn,46105.0
113,232,CANAL ST,ACE,30734.0659341,CANAL ST ACE,40.722497,-74.005994,Manhattan,75556.0
114,232,CANAL ST,ACE,30734.0659341,CANAL ST ACE,40.861187,-73.925078,Manhattan,38502.0
115,232,CANAL ST,ACE,30734.0659341,CANAL ST ACE,40.799033,-73.952058,Manhattan,39338.0
116,232,CANAL ST,ACE,30734.0659341,CANAL ST ACE,40.717823,-74.000326,Manhattan,135573.0
117,232,CANAL ST,ACE,30734.0659341,CANAL ST ACE,40.720758,-74.005399,Manhattan,164656.0
118,232,CANAL ST,ACE,30734.0659341,CANAL ST ACE,40.865342,-73.926964,Manhattan,34387.0
119,247,CHURCH AV,BQ,30610.0989011,CHURCH AV BQ,40.650748,-73.949384,Brooklyn,33816.0
120,247,CHURCH AV,BQ,30610.0989011,CHURCH AV BQ,40.649427,-73.963356,Brooklyn,33856.0
121,247,CHURCH AV,BQ,30610.0989011,CHURCH AV BQ,40.642692,-73.97926,Brooklyn,30000.0
122,114,50 ST,CE,30463.9120879,50 ST CE,40.761212,-73.983357,Manhattan,110147.0
123,114,50 ST,CE,30463.9120879,50 ST CE,40.7629,-73.985412,Manhattan,110147.0
124,114,50 ST,CE,30463.9120879,50 ST CE,40.830921,-73.9411,Manhattan,23375.0
125,114,50 ST,CE,30463.9120879,50 ST CE,40.588066,-73.983498,Brooklyn,47019.0
126,114,50 ST,CE,30463.9120879,50 ST CE,40.636405,-73.994673,Brooklyn,31674.0
127,374,MYRTLE-WYCKOFF,LM,30283.5714286,MYRTLE-WYCKOFF LM,40.6955,-73.94896,Brooklyn,33071.0
128,374,MYRTLE-WYCKOFF,LM,30283.5714286,MYRTLE-WYCKOFF LM,40.699468,-73.910648,Brooklyn,37885.0
129,86,3 AV-149 ST,25,30058.1098901,3 AV-149 ST 25,40.816265,-73.917456,the Bronx,23670.0
130,86,3 AV-149 ST,25,30058.1098901,3 AV-149 ST 25,40.903509,-73.850124,the Bronx,38261.0
131,86,3 AV-149 ST,25,30058.1098901,3 AV-149 ST 25,40.824069,-73.936981,Manhattan,38481.0
132,86,3 AV-149 ST,25,30058.1098901,3 AV-149 ST 25,40.810831,-73.926655,the Bronx,32875.0
133,86,3 AV-149 ST,25,30058.1098901,3 AV-149 ST 25,40.670387,-73.98848,Brooklyn,79444.0
134,338,JOURNAL SQUARE,1,29838.956044,JOURNAL SQUARE 1,40.735184,-73.989793,Manhattan,109637.0
135,338,JOURNAL SQUARE,1,29838.956044,JOURNAL SQUARE 1,40.747371,-73.944287,Queens,81731.0
136,338,JOURNAL SQUARE,1,29838.956044,JOURNAL SQUARE 1,40.733259,-73.999615,Manhattan,114963.0
137,338,JOURNAL SQUARE,1,29838.956044,JOURNAL SQUARE 1,40.749891,-73.987495,Manhattan,76659.0
138,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.865462,-73.867352,the Bronx,39609.0
139,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.669261,-73.941948,Brooklyn,41438.0
140,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.679804,-73.941119,Brooklyn,39837.0
141,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.683317,-73.966741,Brooklyn,56094.0
142,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.757636,-73.969623,Manhattan,98977.0
143,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.764881,-73.966411,Manhattan,152353.0
144,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.688114,-73.967575,Brooklyn,75607.0
145,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.730122,-73.954049,Brooklyn,59943.0
146,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.663749,-73.900482,Brooklyn,57500.0
147,354,LEXINGTON AV/63,F,29809.8461538,LEXINGTON AV/63 F,40.712082,-73.88954,Queens,63617.0
148,171,ASTOR PL,6,29685.4505495,ASTOR PL 6,40.730084,-73.990838,Manhattan,139236.0
149,171,ASTOR PL,6,29685.4505495,ASTOR PL 6,40.834321,-73.85144,the Bronx,44173.0
150,171,ASTOR PL,6,29685.4505495,ASTOR PL 6,40.750835,-73.939671,Queens,58793.0
151,464,WHITEHALL S-FRY,R1,29405.9010989,WHITEHALL S-FRY R1,40.877779,-73.866185,the Bronx,36786.0
152,464,WHITEHALL S-FRY,R1,29405.9010989,WHITEHALL S-FRY R1,40.870039,-73.845724,the Bronx,65208.0
153,464,WHITEHALL S-FRY,R1,29405.9010989,WHITEHALL S-FRY R1,40.701938,-74.012588,Manhattan,124048.0
154,464,WHITEHALL S-FRY,R1,29405.9010989,WHITEHALL S-FRY R1,40.713521,-74.006697,Manhattan,135573.0
155,173,ASTORIA DITMARS,NQ,29006.0769231,ASTORIA DITMARS NQ,40.77087,-73.916935,Queens,56154.0
156,173,ASTORIA DITMARS,NQ,29006.0769231,ASTORIA DITMARS NQ,40.775025,-73.911891,Queens,54510.0
157,410,PRINCE ST,NR,28954.2197802,PRINCE ST NR,40.703454,-73.946536,Brooklyn,39226.0
158,410,PRINCE ST,NR,28954.2197802,PRINCE ST NR,40.683478,-73.872548,Brooklyn,43672.0
159,410,PRINCE ST,NR,28954.2197802,PRINCE ST NR,40.713908,-73.949262,Brooklyn,66875.0
160,410,PRINCE ST,NR,28954.2197802,PRINCE ST NR,40.72422,-73.997633,Manhattan,67449.0
161,410,PRINCE ST,NR,28954.2197802,PRINCE ST NR,40.617363,-74.030404,Brooklyn,51993.0
162,410,PRINCE ST,NR,28954.2197802,PRINCE ST NR,40.677171,-73.98302,Brooklyn,108409.0
163,410,PRINCE ST,NR,28954.2197802,PRINCE ST NR,40.706345,-74.014,Manhattan,114412.0
164,164,96 ST,6,28410.6043956,96 ST 6,40.794312,-73.972015,Manhattan,75481.0
165,164,96 ST,6,28410.6043956,96 ST 6,40.74655,-73.981533,Manhattan,91431.0
166,164,96 ST,6,28410.6043956,96 ST 6,40.773603,-73.959578,Manhattan,168661.0
167,164,96 ST,6,28410.6043956,96 ST 6,40.785903,-73.950695,Manhattan,83158.0
168,164,96 ST,6,28410.6043956,96 ST 6,40.812367,-73.903797,the Bronx,23647.0
169,164,96 ST,6,28410.6043956,96 ST 6,40.746509,-73.896268,Queens,43176.0
170,164,96 ST,6,28410.6043956,96 ST 6,40.79165015,-73.96471381,Manhattan,77686.0
171,164,96 ST,6,28410.6043956,96 ST 6,40.756868,-73.914303,Queens,57868.0
172,164,96 ST,6,28410.6043956,96 ST 6,40.74933,-73.897382,Queens,58558.0
173,164,96 ST,6,28410.6043956,96 ST 6,40.760454,-73.983388,Manhattan,125787.0
174,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.67511,-73.970822,Brooklyn,109329.0
175,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.819684,-73.901348,the Bronx,26250.0
176,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.8224,-73.896508,the Bronx,17723.0
177,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.898323,-73.854288,the Bronx,42880.0
178,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.664869,-73.893779,Brooklyn,25242.0
179,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.661558,-73.915225,Brooklyn,42431.0
180,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.669711,-73.950247,Brooklyn,36607.0
181,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.844389,-73.914578,the Bronx,51597.0
182,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.836954,-73.846653,the Bronx,43984.0
183,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.669339,-73.834721,Queens,74129.0
184,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.676735,-73.865491,Brooklyn,51750.0
185,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.680228,-73.949414,Brooklyn,36691.0
186,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.754832,-73.983657,Manhattan,69250.0
187,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.851176,-73.904263,the Bronx,20039.0
188,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.678984,-73.921442,Brooklyn,44229.0
189,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.580576,-73.974443,Brooklyn,42514.0
190,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.759016,-73.953505,Manhattan,74109.0
191,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.689367,-73.954957,Brooklyn,34717.0
192,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.713744,-73.951455,Brooklyn,63339.0
193,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.723765,-73.950566,Brooklyn,65559.0
194,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.681643,-73.878984,Brooklyn,48556.0
195,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.717821,-73.957568,Brooklyn,57969.0
196,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.707819,-73.939749,Brooklyn,23865.0
197,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.706073,-73.933633,Brooklyn,59762.0
198,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.698033,-73.926371,Brooklyn,47868.0
199,393,NOSTRAND AV,AC,28384.3186813,NOSTRAND AV AC,40.665299,-73.992729,Brooklyn,56083.0
200,150,8 ST-NYU,NR,28384.1098901,8 ST-NYU NR,40.575929,-73.976747,Brooklyn,34984.0
201,150,8 ST-NYU,NR,28384.1098901,8 ST-NYU NR,40.73038524,-73.99218248,Manhattan,139236.0
202,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.63275,-73.947375,Brooklyn,37073.0
203,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.871215,-73.867043,the Bronx,39611.0
204,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.666285,-73.883276,Brooklyn,45769.0
205,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.847185,-73.832264,the Bronx,49795.0
206,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.685789,-73.97276,Brooklyn,60000.0
207,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.688781,-73.959871,Brooklyn,37370.0
208,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.699985,-73.949895,Brooklyn,19595.0
209,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.700847,-73.94171,Brooklyn,39226.0
210,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.690142,-73.923062,Brooklyn,35000.0
211,284,FLATBUSH AV-B.C,25,28365.8241758,FLATBUSH AV-B.C 25,40.6823,-73.905149,Brooklyn,44213.0
